"X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Hencky","eyy [1] - Hencky","exy [1] - Hencky","e1 [1] - Hencky","e2 [1] - Hencky","gamma [1] - Hencky","cxx [1/mm] - 31 filter","cyy [1/mm] - 31 filter","cxy [1/mm] - 31 filter","c1 [1/mm] - 31 filter","c2 [1/mm] - 31 filter","gamma_c [1] - 31 filter","phi [rad] - 15 filter","sigma [pixel]","q_ref [pixel]","r_ref [pixel]"
24,25,2.40947,0.526499,0.185722,2.53587,0.0820692,0.00914413,0.0122388,0.0840687,0.00714463,0.161908,-0.0120846,-0.00285823,0.000581575,-0.0028217,-0.0121211,1.50809,-0.0486874,0.00753166,238.835,-23.7984
24.5,25,2.06223,0.466711,0.163568,2.20045,0.0825422,0.00840495,0.012577,0.0846179,0.0063293,0.163553,-0.0121725,-0.00286432,0.000559261,-0.00283082,-0.012206,1.511,-0.0500414,0.00807893,239.09,-24.0621
25,25,1.70289,0.401054,0.13947,1.85345,0.0831739,0.00764988,0.0129744,0.0853408,0.00548297,0.165473,-0.0122867,-0.00286566,0.000537193,-0.00283512,-0.0123173,1.51402,-0.0514601,0.00910801,239.356,-24.3228
25.5,25,1.33394,0.329877,0.114251,1.49629,0.0840814,0.0068733,0.0134715,0.0863647,0.00459002,0.167873,-0.0124327,-0.0028648,0.000519755,-0.00283664,-0.0124609,1.51668,-0.0529482,0.00944108,239.626,-24.5803
26,25,0.949215,0.251428,0.0884973,1.1233,0.0854681,0.00608775,0.0141635,0.0879201,0.00363574,0.171357,-0.0126208,-0.00286392,0.00050849,-0.00283747,-0.0126472,1.51886,-0.0545453,0.00993889,239.904,-24.8486
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-10,25.5,8.49944,-0.640014,0.559793,8.41355,0.07878,0.0195706,-0.00414176,0.0790685,0.0192821,-0.0694965,-0.0116879,-0.00240945,-0.000268616,-0.00240167,-0.0116957,-1.54188,0.01911,0.00505597,236.026,-9.14938
-9.5,25.5,8.6187,-0.615106,0.567317,8.52858,0.0787709,0.0198777,-0.00391959,0.0790307,0.0196179,-0.0661627,-0.0117324,-0.00240506,-0.00025834,-0.00239791,-0.0117396,-1.54313,0.0181304,0.00500585,235.891,-9.35784
-9,25.5,8.73133,-0.58887,0.57411,8.63765,0.0787618,0.0201753,-0.00370163,0.0789948,0.0199422,-0.0628478,-0.0117715,-0.00240006,-0.000254367,-0.00239316,-0.0117784,-1.54368,0.0171397,0.00488943,235.763,-9.56675
-8.5,25.5,8.83573,-0.560821,0.580749,8.7392,0.0787613,0.0204619,-0.0034846,0.0789688,0.0202543,-0.0594881,-0.0118012,-0.00239168,-0.000254636,-0.00238479,-0.0118081,-1.54376,0.0161506,0.00475226,235.644,-9.77731
-8,25.5,8.93358,-0.531485,0.587329,8.83432,0.0787689,0.0207337,-0.00326867,0.0789524,0.0205501,-0.0560865,-0.0118161,-0.00237763,-0.000257454,-0.00237059,-0.0118231,-1.54355,0.0151754,0.00493524,235.53,-9.98617
-7.5,25.5,9.02694,-0.501435,0.593747,8.92481,0.07878,0.0209897,-0.00306151,0.0789418,0.020828,-0.0527802,-0.0118097,-0.00235624,-0.00026129,-0.00234899,-0.011817,-1.54319,0.0142085,0.00509997,235.419,-10.1957
-7,25.5,9.11339,-0.470081,0.599336,9.00799,0.0787887,0.0212287,-0.00285438,0.0789299,0.0210874,-0.0494287,-0.0117783,-0.00232738,-0.000264291,-0.00231994,-0.0117857,-1.54286,0.0132561,0.00538403,235.31,-10.4058
-6.5,25.5,9.192,-0.437128,0.604173,9.08384,0.0787963,0.0214514,-0.0026438,0.0789181,0.0213297,-0.0459742,-0.0117221,-0.00229247,-0.000264345,-0.00228497,-0.0117296,-1.54279,0.0123213,0.00529339,235.208,-10.6202
-6,25.5,9.26534,-0.404045,0.608762,9.15425,0.0788066,0.0216611,-0.00243162,0.07891,0.0215577,-0.04245,-0.0116469,-0.00225392,-0.000259165,-0.00224667,-0.0116541,-1.54323,0.0113961,0.00522316,235.109,-10.8304
-5.5,25.5,9.33253,-0.370442,0.61277,9.22127,0.0788186,0.0218538,-0.00221527,0.0789047,0.0217677,-0.0388116,-0.0115649,-0.00221542,-0.000246847,-0.0022088,-0.0115715,-1.54442,0.0104804,0.00567828,235.029,-11.0447
-5,25.5,9.3908,-0.336371,0.616082,9.28174,0.0788392,0.0220265,-0.00199536,0.0789093,0.0219564,-0.0350661,-0.0114915,-0.0021811,-0.000226727,-0.0021755,-0.0114971,-1.54646,0.00957598,0.00624973,234.967,-11.2516
-4.5,25.5,9.44396,-0.301454,0.619299,9.33609,0.0788543,0.0221803,-0.00177423,0.0789099,0.0221247,-0.0312673,-0.0114414,-0.00215479,-0.000199713,-0.00215045,-0.0114457,-1.5493,0.0086794,0.00624649,234.904,-11.452
-4,25.5,9.49408,-0.265934,0.62218,9.38528,0.0788394,0.0223174,-0.00155024,0.0788821,0.0222747,-0.0274024,-0.0114251,-0.00213921,-0.000168627,-0.00213612,-0.0114282,-1.55264,0.00778127,0.00578667,234.831,-11.6504
-3.5,25.5,9.53935,-0.22989,0.625178,9.42858,0.0787947,0.0224394,-0.00132175,0.078826,0.0224082,-0.0234397,-0.0114469,-0.00213509,-0.000137381,-0.00213304,-0.011449,-1.55604,0.00687989,0.00562675,234.757,-11.857
-3,25.5,9.58022,-0.193292,0.628384,9.46605,0.0787276,0.0225462,-0.00109777,0.0787492,0.0225245,-0.0195336,-0.0115044,-0.00214085,-0.00010967,-0.00213953,-0.0115057,-1.55908,0.00597495,0.00548771,234.678,-12.0675
-2.5,25.5,9.61601,-0.156275,0.631335,9.49762,0.0786696,0.022638,-0.000876503,0.0786836,0.022624,-0.0156437,-0.0115888,-0.00215268,-8.74888e-05,-0.00215183,-0.0115897,-1.56152,0.00505632,0.0050106,234.598,-12.273
-2,25.5,9.64466,-0.118883,0.634013,9.52266,0.0786607,0.0227181,-0.000639991,0.0786683,0.0227104,-0.011447,-0.0116867,-0.00216502,-7.05413e-05,-0.00216447,-0.0116873,-1.56338,0.00411427,0.00499034,234.525,-12.4732
-1.5,25.5,9.66532,-0.0813754,0.635973,9.54111,0.0786932,0.0227885,-0.000389586,0.0786962,0.0227854,-0.00697897,-0.0117811,-0.00217153,-5.63671e-05,-0.00217119,-0.0117814,-1.56493,0.00315761,0.00602205,234.464,-12.6734
-1,25.5,9.68057,-0.0439095,0.637646,9.55703,0.0787138,0.0228516,-0.000142016,0.0787145,0.0228509,-0.00255285,-0.0118525,-0.00216632,-4.13819e-05,-0.00216614,-0.0118527,-1.56652,0.00220067,0.00721084,234.423,-12.8677
-0.5,25.5,9.68958,-0.00631232,0.638788,9.56681,0.0786875,0.022913,8.90669e-05,0.0786878,0.0229127,0.00160623,-0.0118795,-0.0021443,-7.12992e-06,-0.00214415,-0.0118797,-0.0513817,0.00125081,0.00801098,234.387,-13.058
0,25.5,9.6921,0.030813,0.638995,9.57078,0.078628,0.0229555,0.000299502,0.0786298,0.0229537,0.00537119,-0.0118498,-0.00210752,5.4635e-06,-0.00210741,-0.0118499,-0.00527835,0.000292674,0.00950796,234.358,-13.2642
0.5,25.5,9.69253,0.0683361,0.638169,9.56793,0.0785816,0.0229951,0.00050584,0.0785864,0.0229903,0.00909094,-0.0117541,-0.00205603,3.92983e-05,-0.00205571,-0.0117544,0.0356036,-0.000665066,0.0123054,234.306,-13.4972
1,25.5,9.68862,0.105672,0.636667,9.56546,0.0785535,0.0230237,0.000710732,0.0785628,0.0230144,0.0127888,-0.0116059,-0.00199824,7.7479e-05,-0.00199744,-0.0116067,1.56275,-0.0016113,0.0131369,234.284,-13.7355
1.5,25.5,9.66695,0.143624,0.63566,9.55554,0.0785298,0.0230416,0.000906509,0.0785447,0.0230267,0.0163245,-0.0114367,-0.00194455,0.000116486,-0.00194301,-0.0114382,1.55854,-0.00253321,0.0114526,234.326,-13.9422
2,25.5,9.62574,0.183794,0.634639,9.52263,0.0784928,0.0230482,0.00108881,0.0785143,0.0230267,0.0196221,-0.0112879,-0.00190573,0.000152408,-0.00190324,-0.0112904,1.55456,-0.00343669,0.011129,234.352,-14.1362
2.5,25.5,9.58743,0.223382,0.634396,9.48337,0.0784423,0.0230437,0.00125952,0.0784711,0.023015,0.0227151,-0.0111976,-0.00189029,0.000182182,-0.00188671,-0.0112011,1.55123,-0.00433748,0.0113812,234.328,-14.334
3,25.5,9.56356,0.259892,0.633569,9.45104,0.0783982,0.0230209,0.0014276,0.0784351,0.0229841,0.0257521,-0.0111901,-0.00190324,0.000204173,-0.00189865,-0.0111947,1.54883,-0.00524381,0.0100085,234.264,-14.5367
3.5,25.5,9.54445,0.293875,0.631553,9.42552,0.0783734,0.0229793,0.00160114,0.0784198,0.0229329,0.0288677,-0.0112656,-0.00194382,0.000219515,-0.00193837,-0.011271,1.54727,-0.00615437,0.00679863,234.216,-14.7516
4,25.5,9.50988,0.32826,0.628861,9.38944,0.0783745,0.0229223,0.00178614,0.0784321,0.0228647,0.0321609,-0.0113982,-0.0020051,0.000231533,-0.00199897,-0.0114044,1.54619,-0.00707115,0.00466326,234.199,-14.966
4.5,25.5,9.46137,0.363223,0.625804,9.34227,0.0783991,0.0228503,0.00198382,0.0784699,0.0227795,0.0356475,-0.0115494,-0.00207699,0.000244406,-0.00207021,-0.0115562,1.54504,-0.00799587,0.00408799,234.203,-15.1753
5,25.5,9.40591,0.398235,0.622466,9.28926,0.0784218,0.0227624,0.00217819,0.078507,0.0226772,0.03905,-0.0116831,-0.00214917,0.000261608,-0.00214158,-0.0116907,1.5434,-0.00892098,0.00395466,234.217,-15.3791
5.5,25.5,9.34452,0.433094,0.618704,9.23116,0.0784294,0.0226609,0.00236468,0.0785296,0.0225608,0.0422965,-0.0117756,-0.00221327,0.000284573,-0.0022045,-0.0117844,1.54108,-0.00984788,0.00400826,234.24,-15.5846
6,25.5,9.2771,0.467398,0.614622,9.16667,0.0784647,0.0225479,0.00256443,0.0785822,0.0224305,0.0457293,-0.0118199,-0.00226435,0.000312418,-0.00225396,-0.0118303,1.53816,-0.0107913,0.0039896,234.264,-15.7908
6.5,25.5,9.20436,0.500686,0.610379,9.09622,0.0785703,0.0224249,0.00279473,0.0787092,0.022286,0.0496089,-0.0118223,-0.002301,0.000342428,-0.00228861,-0.0118346,1.5349,-0.0117495,0.00388291,234.288,-15.9973
7,25.5,9.12612,0.532341,0.60613,9.01889,0.0787271,0.0222915,0.00304972,0.0788914,0.0221271,0.0538266,-0.0117962,-0.00232465,0.000371215,-0.00231009,-0.0118107,1.53169,-0.0127138,0.00362223,234.309,-16.2055
7.5,25.5,9.04113,0.563087,0.60149,8.93486,0.0788716,0.022144,0.00330073,0.0790631,0.0219526,0.0579232,-0.0117568,-0.00233835,0.000395788,-0.00232174,-0.0117735,1.52887,-0.0136708,0.00369058,234.333,-16.4197
8,25.5,8.94886,0.593303,0.596304,8.84555,0.0789577,0.0219812,0.00353223,0.0791758,0.021763,0.061678,-0.0117173,-0.00234577,0.0004144,-0.00232748,-0.0117356,1.52669,-0.014614,0.00384749,234.373,-16.6359
8.5,25.5,8.84897,0.623014,0.590472,8.75105,0.0790136,0.0218,0.00375298,0.0792587,0.0215548,0.0652215,-0.0116855,-0.00235063,0.00042752,-0.00233109,-0.0117051,1.52513,-0.0155507,0.00403083,234.431,-16.8499
9,25.5,8.74305,0.651718,0.58409,8.65034,0.0790762,0.0215996,0.00397402,0.0793497,0.0213261,0.0687037,-0.0116639,-0.00235546,0.000436595,-0.00233503,-0.0116843,1.52403,-0.0164852,0.00439792,234.491,-17.0596
9.5,25.5,8.63367,0.678669,0.577234,8.5448,0.0791588,0.0213803,0.00419747,0.0794622,0.0210769,0.0721404,-0.0116506,-0.00236188,0.00044363,-0.00234074,-0.0116718,1.52318,-0.0174251,0.00438449,234.548,-17.2667
10,25.5,8.51895,0.704408,0.57042,8.43386,0.0792539,0.0211438,0.00442343,0.0795888,0.0208089,0.0755389,-0.0116431,-0.00237055,0.000450517,-0.00234871,-0.0116649,1.52236,-0.0183661,0.004224,234.608,-17.4731
10.5,25.5,8.39599,0.728577,0.563376,8.31507,0.0793435,0.0208941,0.00464953,0.0797111,0.0205264,0.0788844,-0.0116388,-0.00238144,0.000458837,-0.00235875,-0.0116615,1.52139,-0.0193075,0.0042077,234.675,-17.6847
11,25.5,8.26512,0.751786,0.555825,8.1885,0.079416,0.0206306,0.00487225,0.0798172,0.0202294,0.0821329,-0.0116369,-0.00239409,0.000469629,-0.00237028,-0.0116607,1.52016,-0.0202547,0.00424333,234.746,-17.9028
11.5,25.5,8.12927,0.773814,0.547742,8.05604,0.0794767,0.0203544,0.00509764,0.0799131,0.019918,0.08538,-0.0116371,-0.00240791,0.000483224,-0.00238266,-0.0116624,1.51863,-0.0212141,0.00416446,234.816,-18.1247
12,25.5,7.98846,0.793979,0.539204,7.91782,0.0795324,0.0200659,0.00533173,0.0800068,0.0195916,0.0887147,-0.0116401,-0.00242236,0.000499027,-0.00239541,-0.011667,1.51687,-0.0221905,0.00409743,234.886,-18.3445
12.5,25.5,7.84059,0.812295,0.530258,7.77333,0.079591,0.0197634,0.00557892,0.0801069,0.0192475,0.0921893,-0.0116463,-0.00243708,0.000515505,-0.00240831,-0.0116751,1.51505,-0.0231807,0.00412873,234.964,-18.5604
13,25.5,7.6845,0.828712,0.520748,7.62266,0.0796647,0.0194506,0.00583941,0.080226,0.0188893,0.0957747,-0.0116552,-0.00245316,0.00053087,-0.0024226,-0.0116857,1.51336,-0.0241923,0.0041278,235.059,-18.7779
13.5,25.5,7.52116,0.843337,0.511006,7.46721,0.0797419,0.0191234,0.00610603,0.0803511,0.0185142,0.0993858,-0.0116668,-0.00246885,0.000543062,-0.00243686,-0.0116988,1.51203,-0.0252141,0.00407578,235.172,-18.9958
14,25.5,7.35167,0.856105,0.50107,7.3053,0.0798117,0.0187832,0.00637918,0.0804716,0.0181233,0.103033,-0.0116803,-0.00248564,0.000551239,-0.00245268,-0.0117133,1.51113,-0.0262491,0.00418923,235.287,-19.2157
